"ID","Symbol","Security","Wikipedia_URL","Intro"
"111","CME","CME Group","https://en.wikipedia.org/wiki/CME_Group","CME Group Inc. is an American financial services company based in Chicago, Illinois. It operates financial derivatives exchanges, including the Chicago Mercantile Exchange (CME), the Chicago Board of Trade (CBOT), the New York Mercantile Exchange (NYMEX), and the Commodity Exchange (COMEX). The company owns 27% of S&P Dow Jones Indices. It is the world's largest operator of financial derivatives exchanges. Its exchanges are platforms for trading in agricultural products, currencies, energy, interest rates, metals, futures contracts, options, stock indexes, and cryptocurrencies futures."
"112","CMS","CMS Energy","https://en.wikipedia.org/wiki/CMS_Energy","CMS Energy Corporation is an American energy company based in Jackson, Michigan, that is focused principally on utility operations in Michigan. Its principal business is Consumers Energy, a public utility that provides electricity and natural gas to more than 6 million of Michigan's 10 million residents. Its non-utility businesses are focused primarily on domestic independent power production. Consumers Energy has operated since 1886."
"113","KO","Coca-Cola Company (The)","https://en.wikipedia.org/wiki/The_Coca-Cola_Company","The Coca-Cola Company is an American multinational corporation founded in 1892 headquartered in Atlanta, Georgia. It manufactures, sells and markets soft drinks including Coca-Cola, other non-alcoholic beverage concentrates and syrups, and alcoholic beverages. Its stock is listed on the New York Stock Exchange and is a component of the DJIA and the S&P 500 and S&P 100 indices."
"114","CTSH","Cognizant","https://en.wikipedia.org/wiki/Cognizant","Cognizant Technology Solutions Corporation is an American multinational information technology consulting and outsourcing company originally founded in India. It is headquartered in Teaneck, New Jersey, United States. Cognizant is part of the NASDAQ-100 and trades under CTSH. It was founded in Chennai, India, as an in-house technology unit of Dun & Bradstreet in 1994, and started serving external clients in 1996. After a series of corporate reorganizations, there was an initial public offering in 1998. Ravi Kumar Singisetti has been the CEO of the company since January 2023, replacing Brian Humphries."
"115","COIN","Coinbase","https://en.wikipedia.org/wiki/Coinbase","Coinbase Global, Inc. is an American cryptocurrency exchange. It was founded in 2012 by Brian Armstrong and Fred Ehrsam. Coinbase has over 100 million users, and is the largest U.S. based cryptocurrency exchange as well as the world's biggest bitcoin custodian, as of 2024. The company operates in more than 100 countries and holds over $400 billion in assets, including nearly 12 percent of all bitcoin in existence and 11 percent of all staked Ether."
"116","CL","Colgate-Palmolive","https://en.wikipedia.org/wiki/Colgate-Palmolive","The Colgate-Palmolive Company, commonly known as Colgate-Palmolive, is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan, New York City. The company specializes in the production, distribution, and provision of household, health care, personal care, and veterinary products."
"117","CMCSA","Comcast","https://en.wikipedia.org/wiki/Comcast","Comcast Corporation, formerly known as Comcast Holdings, is an American multinational mass media, telecommunications, and entertainment conglomerate. Headquartered at the Comcast Center in Philadelphia, the company was ranked 51st in the Forbes Global 2000 in 2023. It is the fourth-largest telecommunications company by worldwide revenue, after AT&T, Verizon, and China Mobile. Comcast is the third-largest pay-TV company, the second-largest cable TV company by subscribers, and the largest home Internet service provider in the United States."
"118","CAG","Conagra Brands","https://en.wikipedia.org/wiki/Conagra_Brands","Conagra Brands, Inc. is an American consumer packaged goods holding company headquartered in Chicago, Illinois. Conagra makes and sells products under various brand names that are available in supermarkets, restaurants, and food service establishments. Based on its 2021 revenue, the company ranked 331st on the 2022 Fortune 500."
"119","COP","ConocoPhillips","https://en.wikipedia.org/wiki/ConocoPhillips","ConocoPhillips Company is an American multinational corporation engaged in hydrocarbon exploration and production. It is based in the Energy Corridor district of Houston, Texas."
"120","ED","Consolidated Edison","https://en.wikipedia.org/wiki/Consolidated_Edison","Consolidated Edison, Inc., commonly known as Con Edison or ConEd, is an energy company based in New York City. It is one of the largest investor-owned energy companies in the United States, with approximately $12 billion in annual revenues as of 2017, and over $62 billion in assets. The company provides a wide range of energy-related products and services to its customers through its subsidiaries:Consolidated Edison Company of New York, Inc. (CECONY), a regulated utility providing electric and gas service in New York City and Westchester County, New York, and steam service in the borough of Manhattan;
Orange and Rockland Utilities, Inc., a regulated utility serving customers in a 1,300-square-mile (3,400 km2) area in southeastern New York and northern New Jersey; and,
Con Edison Transmission, Inc., which invests in electric and natural gas transmission projects."
"121","STZ","Constellation Brands","https://en.wikipedia.org/wiki/Constellation_Brands","Constellation Brands, Inc. is an American producer and marketer of beer, wine, and spirits. A Fortune 500 company, Constellation is the largest beer import company in the US, measured by sales, and has the third-largest market share of all major beer suppliers. It also has sizable investments in medical and recreational cannabis through its association with Canopy Growth. Based in Rochester, New York, Constellation has about 40 facilities and approximately 9,000 employees."
"122","CEG","Constellation Energy","https://en.wikipedia.org/wiki/Constellation_Energy","Constellation Energy Corporation is an American energy company headquartered in Baltimore, Maryland. The company provides electric power, natural gas, and energy management services. It has approximately two million customers across the continental United States."
"123","COO","Cooper Companies (The)","https://en.wikipedia.org/wiki/The_Cooper_Companies","The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company headquartered in San Ramon, California. The company consists of two business units, CooperVision (CVI) which manufactures contact lenses, and CooperSurgical (CSI), which manufactures medical devices and fertility and genomic products for the women's healthcare market."
"124","CPRT","Copart","https://en.wikipedia.org/wiki/Copart","Copart, Inc. is a multi-national provider of online vehicle auction and remarketing services to automotive resellers such as insurance, rental car, fleet and finance companies in 11 countries; the US, Canada, the UK, Germany, Ireland, Brazil, Spain, UAE, Bahrain, Oman and Finland. Headquartered in Dallas, Texas, Copart has more than 200 physical locations, where it houses more than 10,000 acres of vehicle inventory. Copart sells used, wholesale and repairable vehicles in weekly and bi-weekly online auctions to buyers ranging from consumers to automotive businesses. Copart provides vehicle sellers with a range of services to process and sell repairable and clean title vehicles over the internet, using its patented virtual auction technology, named VB3, as well as others of its auction-related brands."
"125","GLW","Corning Inc.","https://en.wikipedia.org/wiki/Corning_Inc.","Corning Incorporated is an American multinational technology company specializing in glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications. The company was named Corning Glass Works until 1989. Corning divested its consumer product lines in 1998 by selling the Corning Consumer Products Company subsidiary to Borden."
"126","CPAY","Corpay","https://en.wikipedia.org/wiki/Corpay","Corpay, Inc., headquartered in Atlanta, Georgia, provides payments and spend management systems and services that control expense-related purchasing and payment processes. The company focuses on vehicle-related expenses, lodging expenses, and corporate payments."
"127","CTVA","Corteva","https://en.wikipedia.org/wiki/Corteva","Corteva, Inc. is an American company devoted to products for seeds and crop protection, including herbicides, insecticides, fungicides, and biologicals that are sold in 110 countries. The company's name combines ""cor"" with ""teva"". It is headquartered in Indianapolis, Indiana. Corteva sells a large portion of their seeds under the Pioneer Hi-Bred International brand."
"128","CSGP","CoStar Group","https://en.wikipedia.org/wiki/CoStar_Group","CoStar Group, Inc. is an American provider of information, analytics, and marketing services to the commercial property industry in North America and Europe. Founded in 1987 by Andrew C. Florance and based in Arlington, Virginia, the company operates the CoStar online database and news website and several online marketplaces, including Apartments.com and Homes.com."
"129","COST","Costco","https://en.wikipedia.org/wiki/Costco","Costco Wholesale Corporation, doing business as Costco, is an American multinational corporation which operates a chain of membership-only big-box warehouse club retail stores. As of 2021, Costco is the third-largest retailer in the world, and as of August 2024, Costco is the world's largest retailer of beef, poultry, organic produce, and wine, with just under a third of American consumers regularly shopping at Costco warehouses. Costco is ranked 11th on the Fortune 500 rankings of the largest United States corporations by total revenue, as of 2024."
"130","CTRA","Coterra","https://en.wikipedia.org/wiki/Coterra","Coterra Energy Inc. is an American energy company engaged in hydrocarbon exploration based in Houston, Texas. The company has operations in the Permian Basin, Marcellus Shale, and the Anadarko Basin."
"131","CRWD","CrowdStrike","https://en.wikipedia.org/wiki/CrowdStrike","CrowdStrike Holdings, Inc. is an American cybersecurity technology company based in Austin, Texas. It provides endpoint security, threat intelligence, and cyberattack response services."
"132","CCI","Crown Castle","https://en.wikipedia.org/wiki/Crown_Castle","Crown Castle Inc. is a real estate investment trust and provider of shared communications infrastructure in the United States headquartered in Houston, Texas. Operating with 100 offices worldwide, its network includes over 40,000 cell towers and approximately 85,000 route miles of fiber supporting small cells and fiber systems."
"133","CSX","CSX Corporation","https://en.wikipedia.org/wiki/CSX_Corporation","CSX Corporation is an American holding company focused on rail transportation and real estate in North America, among other industries. The company was established in 1980 as part of the Chessie System and Seaboard Coast Line Industries merger. The various railroads of the former Chessie System and Seaboard Coast Line Industries that are now owned by CSX Corporation were eventually merged into a single line in 1986 and it became known as CSX Transportation. CSX Corporation currently has a number of subsidiaries beyond CSX Transportation. Previously based in Richmond, Virginia after the merger, the corporation moved its headquarters to Jacksonville, Florida, in 2003. CSX is a Fortune 500 company."
"134","CMI","Cummins","https://en.wikipedia.org/wiki/Cummins","Cummins Inc. is an American multinational corporation that designs, manufactures, and distributes diesel engines, electric vehicle components, and power generation products. Cummins also services engines and related equipment, including fuel systems, air handling systems controls, filtration, emission control, electrical power generation systems, and engine control units."
"135","CVS","CVS Health","https://en.wikipedia.org/wiki/CVS_Health","CVS Health Corporation is an American multinational healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; and Aetna, a health insurance provider, among many other brands. The company is the world's second largest healthcare company, behind UnitedHealth Group. In 2023, the company was ranked 64th in the Forbes Global 2000. CVS started in Lowell, Massachusetts by brothers Stanley and Sidney Goldstein and their partner Ralph Hoagland. The name stood for Consumer Value Stores."
"136","DHR","Danaher Corporation","https://en.wikipedia.org/wiki/Danaher_Corporation","Danaher Corporation is an American healthcare company headquartered in Washington, D.C.. It develops products used for advances in biotechnology, life sciences, and diagnostics. The company operates three divisions: biotechnology, which develops products for the development of therapeutics; life sciences, which develops products to identify causes of disease, new therapies, and to test and manufacture new drugs, vaccines and gene editing technologies; and diagnostics, which develops instruments, consumables, and software and services to diagnose diseases. Danaher was founded in 1984 by brothers Steven Rales and Mitchell Rales; it was named after Danaher Creek in Western Montana, where the brothers came up with the idea for the company while fishing."
"137","DRI","Darden Restaurants","https://en.wikipedia.org/wiki/Darden_Restaurants","Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando, Florida. Darden has more than 1,800 restaurant locations and more than 175,000 employees, making it the world's largest full-service restaurant company. The company began as an extension of Red Lobster, founded by William Darden and initially backed by General Mills. Red Lobster was later sold in July 2014."
"138","DDOG","Datadog","https://en.wikipedia.org/wiki/Datadog","Datadog, Inc. is an American company that provides an observability service for cloud-scale applications, providing monitoring of servers, databases, tools, and services, through a SaaS-based data analytics platform. Founded and headquartered in New York City, the company is a publicly traded entity on the Nasdaq stock exchange."
"139","DVA","DaVita","https://en.wikipedia.org/wiki/DaVita","DaVita Inc. provides kidney dialysis services through a network of 2,675 outpatient centers in the United States, serving 200,800 patients, and 367 outpatient centers in 11 other countries serving 49,400 patients. The company primarily treats end-stage renal disease (ESRD), which requires patients to undergo kidney dialysis, often 3 times per week for the rest of their lives unless they receive a kidney transplant via organ donation. The company has a 37% market share in the U.S. dialysis market. It is incorporated in Delaware and headquartered in Denver."
"140","DAY","Dayforce","https://en.wikipedia.org/wiki/Dayforce","Dayforce, Inc., formerly Ceridian, is an American human resources software and services company. It is a publicly traded on the New York Stock Exchange and Toronto Stock Exchange."
"141","DECK","Deckers Brands","https://en.wikipedia.org/wiki/Deckers_Brands","Deckers Outdoor Corporation, doing business as Deckers Brands, is an American footwear designer and distributor founded in 1973 and based in Goleta, California. The company's portfolio of brands includes UGG, Teva, and Hoka. It was founded by Doug Otto and Karl F. Lopker."
"142","DE","Deere & Company","https://en.wikipedia.org/wiki/John_Deere","Deere & Company, doing business as John Deere, is an American corporation that manufactures agricultural machinery, heavy equipment, forestry machinery, diesel engines, drivetrains used in heavy equipment and lawn care equipment. It also provides financial services and other related activities."
"143","DELL","Dell Technologies","https://en.wikipedia.org/wiki/Dell_Technologies","Dell Technologies Inc. is an American multinational technology company that has been headquartered in Round Rock, Texas since 1994. It was formed as a result of the September 2016 merger of Dell and EMC Corporation. Dell Technologies ranked 48th on the 2024 Fortune 500 rankings of the largest United States corporations based on its 2023 revenue; its products include personal computers, servers, monitors, computer software, computer security and network security, as well as information security services."
"144","DAL","Delta Air Lines","https://en.wikipedia.org/wiki/Delta_Air_Lines","Delta Air Lines, Inc. is a major airline in the United States headquartered in Atlanta, Georgia, operating nine hubs, with Hartsfield–Jackson Atlanta International Airport being its largest in terms of total passengers and number of departures. With its regional subsidiaries and contractors operating under the brand name Delta Connection, Delta has over 5,400 flights daily and serves 325 destinations in 52 countries on six continents. Delta is a founding member of the SkyTeam airline alliance which helps to extend its global network. It is the second-oldest operating commercial airline in the U.S., having begun passenger operations after United."
"145","DVN","Devon Energy","https://en.wikipedia.org/wiki/Devon_Energy","Devon Energy Corporation is a company engaged in hydrocarbon exploration in the United States. It is organized in Delaware with operational headquarters in the 50-story Devon Energy Center in Oklahoma City, Oklahoma. Its operations are in the Delaware Basin, Eagle Ford Group, and the Rocky Mountains."
"146","DXCM","Dexcom","https://en.wikipedia.org/wiki/Dexcom","Dexcom, Inc. is an American healthcare company that develops, manufactures, produces and distributes a line of continuous glucose monitoring (CGM) systems for diabetes management. It operates internationally with headquarters and R&D center in San Diego, California, U.S.A. and manufacturing facilities in Mesa, Arizona, U.S.A.; Batu Kawan, Malaysia and Athenry, County Galway, Ireland."
"147","FANG","Diamondback Energy","https://en.wikipedia.org/wiki/Diamondback_Energy","Diamondback Energy, headquartered in Midland, Texas, is an American company engaged in hydrocarbon exploration in the Permian Basin."
"148","DLR","Digital Realty","https://en.wikipedia.org/wiki/Digital_Realty","Digital Realty is a real estate investment trust that owns, operates and invests in carrier-neutral data centers across the world. The company offers data center, colocation, and interconnection services."
"149","DG","Dollar General","https://en.wikipedia.org/wiki/Dollar_General","Dollar General Corporation is an American chain of discount stores headquartered in Goodlettsville, Tennessee. As of January 8, 2024, Dollar General has operated 19,643 stores in the contiguous United States and Mexico."
"150","DLTR","Dollar Tree","https://en.wikipedia.org/wiki/Dollar_Tree","Dollar Tree, Inc., formerly known as Dollar Tree Stores, Inc., is an American multi-price-point chain of discount variety stores. Headquartered in Chesapeake, Virginia, it is a Fortune 500 company and operates 15,115 stores throughout the 48 contiguous U.S. states and Canada. Its stores are supported by a nationwide logistics network of 24 distribution centers."
"151","D","Dominion Energy","https://en.wikipedia.org/wiki/Dominion_Energy","Dominion Energy, Inc., commonly referred to as Dominion, is an American energy company headquartered in Richmond, Virginia that supplies electricity in parts of Virginia, North Carolina, and South Carolina and supplies natural gas to parts of Utah, Idaho and Wyoming, West Virginia, Ohio, Pennsylvania, North Carolina, South Carolina, and Georgia. Dominion also has generation facilities in Indiana, Illinois, Connecticut, and Rhode Island."
"152","DPZ","Domino's","https://en.wikipedia.org/wiki/Domino%27s","Domino's Pizza, Inc., commonly referred to as Domino's, is an American multinational pizza restaurant chain founded in 1960. The corporation is Delaware-domiciled and headquartered at the Domino's Farms office park in Ann Arbor Township, near Ann Arbor, Michigan. As of 2018, Domino's had approximately 15,000 stores, with 5,649 in the United States, 1,500 in India, and 1,249 in the United Kingdom. Domino's has stores in over 83 countries and 5,701 cities worldwide."
"153","DASH","DoorDash","https://en.wikipedia.org/wiki/DoorDash","DoorDash, Inc. is an American company operating online food ordering and food delivery. It trades under the symbol DASH. With a 56% market share, DoorDash is the largest food delivery platform in the United States. It also has a 60% market share in the convenience delivery category. As of December 31, 2020, the platform was used by 450,000 merchants, 20 million consumers, and had over one million delivery couriers (""Dashers"")."
"154","DOV","Dover Corporation","https://en.wikipedia.org/wiki/Dover_Corporation","Dover Corporation is an American conglomerate manufacturer of industrial products. The Downers Grove, Illinois-based company was founded in 1955. As of 2021, Dover's business was divided into five segments: Engineered Products, Clean Energy and Fueling, Imaging & Identification, Pumps & Process Solutions and Climate and Sustainability Technologies. Dover is a constituent of the S&P 500 index and trades on the New York Stock Exchange under the symbol DOV. Dover was ranked 448 in the 2024 Fortune 500. The company relocated its headquarters to Illinois from New York in mid-2010."
"155","DOW","Dow Inc.","https://en.wikipedia.org/wiki/Dow_Chemical_Company","The Dow Chemical Company is an American multinational corporation headquartered in Midland, Michigan, United States. The company was among the three largest chemical producers in the world in 2021. It is the operating subsidiary of Dow Inc., a publicly traded holding company incorporated under Delaware law."
"156","DHI","D. R. Horton","https://en.wikipedia.org/wiki/D._R._Horton","D.R. Horton, Inc. is an American home construction company based in Arlington, Texas. Since 2002, the company has been the largest homebuilder by volume in the United States. The company ranked number 120 on the 2024 Fortune 500 list of the largest United States corporations by revenue. The company operates in 125 markets across 36 states."
"157","DTE","DTE Energy","https://en.wikipedia.org/wiki/DTE_Energy","DTE Energy is a Detroit-based diversified energy company involved in the development and management of energy-related businesses and services in the United States and Canada. Its operating units include an electric utility serving 2.2 million customers and a natural gas utility serving 1.3 million customers in Michigan."
"158","DUK","Duke Energy","https://en.wikipedia.org/wiki/Duke_Energy","Duke Energy Corporation is an American electric power and natural gas holding company headquartered in Charlotte, North Carolina. The company serves over 7 million customers in the eastern United States. In 2024 it ranked as the 141st largest company in the United States – its highest-ever placement on the Fortune 500 list."
"159","DD","DuPont","https://en.wikipedia.org/wiki/DuPont","DuPont de Nemours, Inc., commonly shortened to DuPont, is an American multinational chemical company first formed in 1802 by French-American chemist and industrialist Éleuthère Irénée du Pont de Nemours. The company played a major role in the development of the U.S. state of Delaware and first arose as a major supplier of gunpowder. DuPont developed many polymers such as Vespel, neoprene, nylon, Corian, Teflon, Mylar, Kapton, Kevlar, Zemdrain, M5 fiber, Nomex, Tyvek, Sorona, viton, Corfam and Lycra in the 20th century, and its scientists developed many chemicals, most notably Freon (chlorofluorocarbons), for the refrigerant industry. It also developed synthetic pigments and paints including ChromaFlair."
"160","EMN","Eastman Chemical Company","https://en.wikipedia.org/wiki/Eastman_Chemical_Company","Eastman Chemical Company is an American chemical products manufacturer based in Kingsport, Tennessee. Founded in 1920, it was formerly a subsidiary of Kodak until 1994. The company is an independent global specialty materials company that produces a broad range of advanced materials, chemicals and fibers for everyday purposes. It operates 36 manufacturing sites worldwide and employs approximately 14,000 people. In 2023, Eastman had sales revenue of approximately $9.21 billion."
"161","ETN","Eaton Corporation","https://en.wikipedia.org/wiki/Eaton_Corporation","Eaton Corporation plc is an American-Irish-domiciled multinational power management company, with a primary administrative center in Beachwood, Ohio. Eaton has more than 85,000 employees and sells products to customers in more than 175 countries."
"162","EBAY","eBay Inc.","https://en.wikipedia.org/wiki/EBay","eBay Inc. is an American multinational e-commerce company based in San Jose, California, that allows users to buy or view items via retail sales through online marketplaces and websites in 190 markets worldwide. Sales occur either via online auctions or ""buy it now"" instant sales, and the company charges commissions to sellers upon sales. eBay was founded by Pierre Omidyar in September 1995. It has 132 million yearly active buyers worldwide and handled $73 billion in transactions in 2023, 48% of which were in the United States. In 2023, the company had a take rate of 13.81%. The company is listed on the Nasdaq Global Select Market and is a component of the S&P 500 and formerly the Nasdaq-100."
"163","ECL","Ecolab","https://en.wikipedia.org/wiki/Ecolab","Ecolab Inc., headquartered in Saint Paul, Minnesota, provides products related to water treatment, sanitation, and hygiene, primarily to commercial and industrial customers."
"164","EIX","Edison International","https://en.wikipedia.org/wiki/Edison_International","Edison International is a public utility holding company based in Rosemead, California. Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy. Edison's roots trace back to Holt & Knupps, a company founded in 1886 as a provider of street lights in Visalia, California."
"165","EW","Edwards Lifesciences","https://en.wikipedia.org/wiki/Edwards_Lifesciences","Edwards Lifesciences Corporation is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring. It developed the Sapien transcatheter aortic heart valve made of cow tissue within a balloon-expandable, cobalt-chromium frame, deployed via catheter. The company has manufacturing facilities at the Irvine headquarters, as well as in Draper, Utah; Costa Rica; the Dominican Republic; Puerto Rico; and Singapore; and is building a new facility completed in 2021 in Limerick, Ireland."
"166","EA","Electronic Arts","https://en.wikipedia.org/wiki/Electronic_Arts","Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. Founded in May 1982 by former Apple employee Trip Hawkins, the company was a pioneer of the early home computer game industry and promoted the designers and programmers responsible for its games as ""software artists"". EA published numerous games and some productivity software for personal computers, all of which were developed by external individuals or groups until 1987's Skate or Die! The company shifted toward internal game studios, often through acquisitions, such as Distinctive Software becoming EA Canada in 1991."
"167","ELV","Elevance Health","https://en.wikipedia.org/wiki/Elevance_Health","Elevance Health, Inc. is an American multinational health insurance company. Prior to June 2022, Elevance Health was named Anthem, Inc. The company's services include medical, pharmaceutical, dental, behavioral health, long-term care, and disability plans through affiliated companies such as Anthem Blue Cross and Blue Shield, Anthem Blue Cross in California, Wellpoint, and Carelon. It is the largest for-profit managed health care company in the Blue Cross Blue Shield Association. As of 2022, the company had 46.8 million members within its affiliated companies' health plans."
"168","EME","Emcor","https://en.wikipedia.org/wiki/Emcor","EMCOR Group, Inc., headquartered in Norwalk, Connecticut, provides mechanical and electrical construction, industrial and energy infrastructure, and building services in the United States and the United Kingdom. It has over 100 operating subsidiaries and approximately 180 locations. The company is ranked 324th on the Fortune 500. In 2024, the company was ranked 2nd by Engineering News-Record on its list of the top 600 specialty contractors."
"169","EMR","Emerson Electric","https://en.wikipedia.org/wiki/Emerson_Electric","Emerson Electric Co. is an American multinational corporation headquartered in St. Louis, Missouri. The Fortune 500 company delivers a range of engineering services, manufactures industrial automation equipment, climate control systems, and precision measurement instruments, and provides software engineering for industrial, commercial, and consumer markets."
"170","ETR","Entergy","https://en.wikipedia.org/wiki/Entergy","Entergy Corporation is an American energy company engaged in electric power production and retail distribution operations in the Deep South of the United States. Entergy is headquartered in New Orleans, Louisiana, and generates and distributes electric power to 3 million customers in Arkansas, Louisiana, Mississippi and Texas. Entergy has approximately 24,000 megawatts of electric generating capacity, annual revenues of $11 billion and employs more than 12,000 people."
"171","EOG","EOG Resources","https://en.wikipedia.org/wiki/EOG_Resources","EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas."
"172","EPAM","EPAM Systems","https://en.wikipedia.org/wiki/EPAM_Systems","EPAM Systems, Inc. is an American company that specializes in software engineering services, digital platform engineering, and digital product design, operating out of Newtown, Pennsylvania. EPAM is a founding member of the MACH Alliance."
"173","EQT","EQT Corporation","https://en.wikipedia.org/wiki/EQT_Corporation","EQT Corporation is an American energy company engaged in hydrocarbon exploration and pipeline transport. It is headquartered in EQT Plaza in Pittsburgh, Pennsylvania."
"174","EFX","Equifax","https://en.wikipedia.org/wiki/Equifax","Equifax Inc. is an American multinational consumer credit reporting agency headquartered in Atlanta, Georgia and is one of the three largest consumer credit reporting agencies, along with Experian and TransUnion. Equifax collects and aggregates information on more than 800 million individual consumers and more than 88 million businesses worldwide. In addition to credit and demographic data and services to business, Equifax sells credit monitoring and fraud prevention services directly to consumers."
"175","EQIX","Equinix","https://en.wikipedia.org/wiki/Equinix","Equinix Inc. is an American multinational company headquartered in Redwood City, California. It specializes in internet connectivity and data center colocation centers, commonly known as carrier hotels. The company converted to a real estate investment trust (REIT) in January 2015."
"176","EQR","Equity Residential","https://en.wikipedia.org/wiki/Equity_Residential","Equity Residential is a United States–based publicly traded real estate investment trust that invests in apartments."
"177","ERIE","Erie Indemnity","https://en.wikipedia.org/wiki/Erie_Insurance_Group","Erie Insurance Group, based in Erie, Pennsylvania, is a property and casualty insurance company offering auto, home, business and life insurance through a network of independent insurance agents. As of 2021, Erie Insurance Group is ranked 347th on the 2021 Fortune 500 list of largest American corporations, based on total revenue for the 2020 fiscal year."
"178","ESS","Essex Property Trust","https://en.wikipedia.org/wiki/Essex_Property_Trust","Essex Property Trust is a publicly traded real estate investment trust that invests in apartments in California and in the Seattle metropolitan area."
"179","EL","Estée Lauder Companies (The)","https://en.wikipedia.org/wiki/The_Est%C3%A9e_Lauder_Companies","The Estée Lauder Companies Inc. is an American multinational cosmetics company, a manufacturer and marketer of makeup, skincare, perfume, and hair care products, based in Midtown Manhattan, New York City. It is the second largest cosmetics company in the world after L'Oréal. The company owns a diverse portfolio of brands, including La Mer, Jo Malone London, Clinique and Tom Ford Beauty, among many more, distributed internationally through both digital commerce and retail channels."
"180","EG","Everest Group","https://en.wikipedia.org/wiki/Everest_Group","Everest Group, Ltd. is a Delaware-based provider of reinsurance and insurance, operating for close to 50 years through subsidiaries in the U.S., Europe, Singapore, Canada, Bermuda and other territories. Everest offers property, casualty, and specialty insurance and reinsurance through its various operating affiliates located in key markets around the world."
"181","EVRG","Evergy","https://en.wikipedia.org/wiki/Evergy","Evergy, Inc. is an American investor-owned utility (IOU) with publicly traded stock with headquarters in Topeka, Kansas, and in Kansas City, Missouri. The company was formed from a merger of Westar Energy of Topeka and Great Plains Energy of Kansas City, parent company of Kansas City Power & Light. Evergy is the largest electric company in Kansas, serving more than 1.7 million residential, commercial and industrial customers in Kansas and Missouri. Its more than 40 power plants have generating capacity of 16,000 megawatt electricity in Kansas and Missouri. Service territory covers 28,130 square miles (72,900 km2) in east Kansas and west Missouri. It owns more than 10,100 miles (16,300 km) of transmission lines and about 52,000 miles (84,000 km) of distribution lines."
"182","ES","Eversource Energy","https://en.wikipedia.org/wiki/Eversource_Energy","Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Springfield, Massachusetts with additional corporate offices in Hartford, Connecticut, and Boston, Massachusetts, with several regulated subsidiaries offering retail electricity, natural gas service and water service to approximately 4 million customers in Connecticut, Massachusetts, and New Hampshire."
"183","EXC","Exelon","https://en.wikipedia.org/wiki/Exelon","Exelon Corporation is an American public utility headquartered in Chicago, and incorporated in Pennsylvania. Exelon is the largest electric parent company in the United States by revenue and is the largest regulated electric utility in the United States with approximately 10 million customers. The company is ranked 187th on the Fortune 500."
"184","EXE","Expand Energy","https://en.wikipedia.org/wiki/Expand_Energy","Expand Energy Corporation, headquartered in Oklahoma City, is the largest independent natural gas producer in the U.S. based on net daily production. The company operates in the Appalachian Basin of the Marcellus Formation in Pennsylvania and West Virginia, as well as the Haynesville Shale in Northwestern Louisiana."
"185","EXPE","Expedia Group","https://en.wikipedia.org/wiki/Expedia_Group","Expedia Group, Inc. is an American travel technology company that owns and operates travel fare aggregators and travel metasearch engines, including Expedia, Hotels.com, Vrbo, Travelocity, Hotwire.com, Orbitz, Ebookers, CheapTickets, CarRentals.com, Expedia Cruises, Wotif, and Trivago. Over 3.5 million lodging facilities and flights on over 500 airlines are bookable on the company's websites. It has 16,500 employees, and its headquarters are located in Seattle, Washington."
"186","EXPD","Expeditors International","https://en.wikipedia.org/wiki/Expeditors_International","Expeditors International of Washington, Inc. is an American Fortune 500 service-based logistics company with headquarters in Bellevue, Washington. Expeditors generates highly optimized and customized supply chain solutions for clients with unified technology systems integrated through a global network of over 340+ locations in 100+ countries on six continents."
"187","EXR","Extra Space Storage","https://en.wikipedia.org/wiki/Extra_Space_Storage","Extra Space Storage Inc. is a real estate investment trust headquartered in Cottonwood Heights, Utah that invests in self storage facilities. The company rents storage units, including climate controlled units, drive-up units, lockers, boat storage, RV storage and business storage under the brands Extra Space Storage, Life Storage, and Storage Express. As of March 28, 2024 the company owned and/or operated 3,714 locations in 43 states, and Washington, D.C. comprising approximately 2.6 million units 283.4 million square feet of net rentable space. It is the largest owner of self storage units in the United States and the largest self storage property manager."
"188","XOM","ExxonMobil","https://en.wikipedia.org/wiki/ExxonMobil","Exxon Mobil Corporation is an American multinational oil and gas corporation headquartered in Spring, Texas, a suburb of Houston. Founded as the largest direct successor of John D. Rockefeller's Standard Oil, the company was formed in 1999, with the merger of Exxon and Mobil. It is vertically integrated across the entire oil and gas industry, as well as within its chemicals division, which produces plastic, synthetic rubber, and other chemical products. As the largest U.S.-based oil and gas company, ExxonMobil is the seventh-largest company by revenue in the U.S. and 13th-largest in the world. It is also the largest investor-owned oil company in the world. Approximately 55.56% of the company's shares are held by institutions, the largest of which, as of 2019, were The Vanguard Group (8.15%), BlackRock (6.61%), and State Street Corporation (4.83%)."
